state,state_abbreviation,organization_name,enrolled,total_state_ma_enrollment,market_share_in_state
Tennessee,TN,"AMERIGROUP TENNESSEE, INC.",4620,378813,0.012
Tennessee,TN,AETNA LIFE INSURANCE COMPANY,4132,378813,0.011
Tennessee,TN,UNITEDHEALTHCARE INSURANCE COMPANY,3976,378813,0.010
Tennessee,TN,BLUE CROSS BLUE SHIELD OF MICHIGAN,2955,378813,0.008
Tennessee,TN,CRESTPOINT HEALTH INSURANCE COMPANY,2292,378813,0.006
Tennessee,TN,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",630,378813,0.002
Tennessee,TN,"HIGHMARK, INC.",590,378813,0.002
Tennessee,TN,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,344,378813,0.001
Tennessee,TN,ALEXIAN BROTHERS COMMUNITY SERVICES,269,378813,0.001
Tennessee,TN,"SECURITYCARE OF TENNESSEE, INC.",225,378813,0.001
Tennessee,TN,VOLUNTEER STATE HEALTH PLAN,112,378813,0.000
Tennessee,TN,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,31,378813,0.000
Tennessee,TN,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",29,378813,0.000
Tennessee,TN,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,22,378813,0.000
Tennessee,TN,"HUMANA HEALTH PLAN, INC.",14,378813,0.000
Tennessee,TN,WABASH MEMORIAL HOSPITAL ASSOCIATION,13,378813,0.000
Tennessee,TN,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.",12,378813,0.000
Tennessee,TN,"AETNA HEALTH, INC. (PA)",12,378813,0.000
Texas,TX,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",184854,995588,0.186
Texas,TX,HUMANA INSURANCE COMPANY,158498,995588,0.159
Texas,TX,AETNA LIFE INSURANCE COMPANY,104809,995588,0.105
Texas,TX,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",104072,995588,0.105
Texas,TX,"HUMANA HEALTH PLAN OF TEXAS, INC.",73476,995588,0.074
Texas,TX,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,67068,995588,0.067
Texas,TX,"SELECTCARE OF TEXAS, INC.",56469,995588,0.057
Texas,TX,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",31247,995588,0.031
Texas,TX,"AMERIGROUP TEXAS, INC.",29649,995588,0.030
Texas,TX,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,28361,995588,0.028
Texas,TX,SCOTT AND WHITE HEALTH PLAN,26002,995588,0.026
Texas,TX,"KS PLAN ADMINISTRATORS, LLC",25901,995588,0.026
Texas,TX,"WELLCARE OF TEXAS, INC.",24782,995588,0.025
Texas,TX,UNITEDHEALTHCARE INSURANCE COMPANY,21813,995588,0.022
Texas,TX,"AETNA HEALTH, INC. (TX)",18040,995588,0.018
Texas,TX,"CARE N' CARE INSURANCE COMPANY, INC.",9165,995588,0.009
Texas,TX,"SELECTCARE HEALTH PLANS, INC.",4925,995588,0.005
Texas,TX,"MOLINA HEALTHCARE OF TEXAS, INC.",3747,995588,0.004
Texas,TX,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,3284,995588,0.003
Texas,TX,"SHA, L.L.C",3122,995588,0.003
Texas,TX,HCSC INSURANCE SERVICES COMPANY,2923,995588,0.003
Texas,TX,"SUPERIOR HEALTH PLAN, INC.",2555,995588,0.003
Texas,TX,CARE1ST HEALTH PLAN,1985,995588,0.002
Texas,TX,"HIGHMARK, INC.",1373,995588,0.001
Texas,TX,VALLEY BAPTIST INSURANCE COMPANY,1295,995588,0.001
Texas,TX,THE PYRAMID LIFE INSURANCE COMPANY,1170,995588,0.001
Texas,TX,"COVENTRY HEALTH CARE OF TEXAS, INC.",1050,995588,0.001
Texas,TX,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC,945,995588,0.001
Texas,TX,BIENVIVIR SENIOR HEALTH SERVICES,789,995588,0.001
Texas,TX,BLUE CROSS BLUE SHIELD OF MICHIGAN,744,995588,0.001
Texas,TX,INSURANCE COMPANY OF SCOTT AND WHITE,529,995588,0.001
Texas,TX,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,326,995588,0.000
Texas,TX,"KAISER FOUNDATION HP, INC.",282,995588,0.000
Texas,TX,AMARILLO MULTISVC CTR FR THE AGING INC,135,995588,0.000
Texas,TX,LUBBOCK REGIONAL MENTAL HEALTH MENTAL RETARDATION,74,995588,0.000
Texas,TX,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",54,995588,0.000
Texas,TX,BLUE CROSS AND BLUE SHIELD OF MINNESOTA,30,995588,0.000
Texas,TX,"ANTHEM INSURANCE COMPANIES, INC.",24,995588,0.000
Texas,TX,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",21,995588,0.000
Utah,UT,"UNITEDHEALTHCARE OF UTAH, INC.",37597,108813,0.346
Utah,UT,REGENCE BLUECROSS BLUESHIELD OF UTAH,17722,108813,0.163
Utah,UT,"ALTIUS HEALTH PLANS, INC.",14317,108813,0.132
Utah,UT,"SELECTHEALTH, INC.",14207,108813,0.131
Utah,UT,"MOLINA HEALTHCARE OF UTAH, INC.",8086,108813,0.074
Utah,UT,"HUMANA MEDICAL PLAN OF UTAH, INC.",5782,108813,0.053
Utah,UT,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",3710,108813,0.034
Utah,UT,HUMANA INSURANCE COMPANY,3410,108813,0.031
Utah,UT,"HIGHMARK, INC.",1367,108813,0.013
Utah,UT,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,1180,108813,0.011
Utah,UT,UNITEDHEALTHCARE INSURANCE COMPANY,632,108813,0.006
Utah,UT,AETNA LIFE INSURANCE COMPANY,445,108813,0.004
Utah,UT,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,225,108813,0.002
Utah,UT,"KAISER FOUNDATION HP, INC.",77,108813,0.001
Utah,UT,BLUE CROSS BLUE SHIELD OF MICHIGAN,33,108813,0.000
Utah,UT,REGENCE BLUECROSS BLUESHIELD OF OREGON,23,108813,0.000
Vermont,VT,UNITEDHEALTHCARE INSURANCE COMPANY,6553,8714,0.752
Vermont,VT,"MVP HEALTH PLAN, INC.",1051,8714,0.121
Vermont,VT,AETNA LIFE INSURANCE COMPANY,784,8714,0.090
Vermont,VT,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,231,8714,0.027
Vermont,VT,HEALTHNOW NEW YORK INC.,55,8714,0.006
Vermont,VT,HUMANA INSURANCE COMPANY,40,8714,0.005
Virginia,VA,HUMANA INSURANCE COMPANY,78348,202246,0.387
Virginia,VA,"HUMANA HEALTH PLAN, INC.",45372,202246,0.224
Virginia,VA,UNITEDHEALTHCARE INSURANCE COMPANY,28512,202246,0.141
Virginia,VA,KAISER FNDN HP OF THE MID-ATLANTIC STS,17292,202246,0.085
Virginia,VA,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",8712,202246,0.043
Virginia,VA,AETNA LIFE INSURANCE COMPANY,5758,202246,0.028
Virginia,VA,"PIEDMONT COMMUNITY HEALTHCARE, INC.",3700,202246,0.018
Virginia,VA,THE PYRAMID LIFE INSURANCE COMPANY,2650,202246,0.013
Virginia,VA,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",2347,202246,0.012
Virginia,VA,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,1946,202246,0.010
Virginia,VA,"HEALTHKEEPERS, INC.",1897,202246,0.009
Virginia,VA,"AETNA HEALTH, INC. (PA)",1431,202246,0.007
Virginia,VA,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,660,202246,0.003
Virginia,VA,"HIGHMARK, INC.",644,202246,0.003
Virginia,VA,BLUE CROSS BLUE SHIELD OF MICHIGAN,498,202246,0.002
Virginia,VA,"ANTHEM INSURANCE COMPANIES, INC.",485,202246,0.002
Virginia,VA,OPTIMA HEALTH PLAN,478,202246,0.002
Virginia,VA,C AND O EMPLOYEES' HOSPITAL ASSOCIATION,425,202246,0.002
Virginia,VA,"RIVERSIDE RETIREMENT SERVICES, INC.",423,202246,0.002
Virginia,VA,"SENTARA LIFE CARE CORPORATION, INC",216,202246,0.001
Virginia,VA,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",121,202246,0.001
Virginia,VA,"CENTRA HEALTH, INC.",92,202246,0.000
Virginia,VA,"MOUNTAIN EMPIRE OLDER CITIZENS, INC.",90,202246,0.000
Virginia,VA,"APPALACHIAN AGENCY FOR SENIOR CITIZENS, INC.",51,202246,0.000
Virginia,VA,INOVACARES,41,202246,0.000
Virginia,VA,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,23,202246,0.000
Virginia,VA,"KAISER FOUNDATION HP, INC.",22,202246,0.000
Virginia,VA,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",12,202246,0.000
Washington,WA,GROUP HEALTH COOPERATIVE,81244,329530,0.247
Washington,WA,"UNITEDHEALTHCARE OF WASHINGTON, INC.",72491,329530,0.220
Washington,WA,REGENCE BLUESHIELD,27716,329530,0.084
Washington,WA,UNITEDHEALTHCARE INSURANCE COMPANY,23172,329530,0.070
Washington,WA,KAISER FOUNDATION HP OF THE N W,21256,329530,0.065
Washington,WA,"HUMANA HEALTH PLAN, INC.",19545,329530,0.059
Washington,WA,COMMUNITY HEALTH PLAN OF WASHINGTON,17552,329530,0.053
Washington,WA,"SOUNDPATH HEALTH, INC.",16181,329530,0.049
Washington,WA,HUMANA INSURANCE COMPANY,10839,329530,0.033
Washington,WA,PREMERA BLUE CROSS,8018,329530,0.024
Washington,WA,"MOLINA HEALTHCARE OF WASHINGTON, INC.",7021,329530,0.021
Washington,WA,REGENCE BLUECROSS BLUESHIELD OF OREGON,7002,329530,0.021
Washington,WA,HEALTH NET LIFE INSURANCE COMPANY,3973,329530,0.012
Washington,WA,GROUP HEALTH OPTIONS,3338,329530,0.010
Washington,WA,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",3201,329530,0.010
Washington,WA,PROVIDENCE HEALTH PLAN,1819,329530,0.006
Washington,WA,AETNA LIFE INSURANCE COMPANY,1483,329530,0.005
Washington,WA,ASURIS NORTHWEST HEALTH,1200,329530,0.004
Washington,WA,REGENCE BLUE SHIELD OF IDAHO,804,329530,0.002
Washington,WA,PROVIDENCE HEALTH SYSTEM,433,329530,0.001
Washington,WA,"KAISER FOUNDATION HP, INC.",349,329530,0.001
Washington,WA,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,273,329530,0.001
Washington,WA,BLUE CROSS BLUE SHIELD OF MICHIGAN,236,329530,0.001
Washington,WA,"AMERIGROUP WASHINGTON, INC.",228,329530,0.001
Washington,WA,"HIGHMARK, INC.",39,329530,0.000
Washington,WA,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,34,329530,0.000
Washington,WA,"HEALTH PLAN OF CAREOREGON, INC.",34,329530,0.000
Washington,WA,"MEDISUN, INC.",15,329530,0.000
Washington,WA,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,12,329530,0.000
Washington,WA,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.",11,329530,0.000
Washington,WA,PROVIDENCE HEALTH & SERVICES - OREGON,11,329530,0.000
West Virginia,WV,HUMANA INSURANCE COMPANY,67760,108777,0.623
West Virginia,WV,HM HEALTH INSURANCE COMPANY,10333,108777,0.095
West Virginia,WV,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,9310,108777,0.086
West Virginia,WV,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,5937,108777,0.055
West Virginia,WV,HEALTH PLAN OF THE UPPER OHIO VALLEY,4252,108777,0.039
West Virginia,WV,AETNA LIFE INSURANCE COMPANY,3028,108777,0.028
West Virginia,WV,UNITEDHEALTHCARE INSURANCE COMPANY,2745,108777,0.025
West Virginia,WV,"HIGHMARK, INC.",2737,108777,0.025
West Virginia,WV,"COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",1573,108777,0.014
West Virginia,WV,C AND O EMPLOYEES' HOSPITAL ASSOCIATION,567,108777,0.005
West Virginia,WV,THP INSURANCE COMPANY,367,108777,0.003
West Virginia,WV,BLUE CROSS BLUE SHIELD OF MICHIGAN,114,108777,0.001
West Virginia,WV,"UPMC HEALTH BENEFITS, INC.",35,108777,0.000
West Virginia,WV,"HEALTHASSURANCE PENNSYLVANIA, INC.",19,108777,0.000
Wisconsin,WI,"UNITEDHEALTHCARE OF WISCONSIN, INC.",96609,354118,0.273
Wisconsin,WI,NETWORK HEALTH INSURANCE CORPORATION,55327,354118,0.156
Wisconsin,WI,HUMANA INSURANCE COMPANY,54563,354118,0.154
Wisconsin,WI,"SECURITY HEALTH PLAN OF WISCONSIN, INC.",42788,354118,0.121
Wisconsin,WI,"DEAN HEALTH PLAN, INC.",22248,354118,0.063
Wisconsin,WI,GUNDERSEN HEALTH PLAN,13838,354118,0.039
Wisconsin,WI,UNITEDHEALTHCARE INSURANCE COMPANY,12842,354118,0.036
Wisconsin,WI,MEDICA INSURANCE COMPANY,12485,354118,0.035
Wisconsin,WI,"UCARE HEALTH, INC.",9393,354118,0.027
Wisconsin,WI,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP,8874,354118,0.025
Wisconsin,WI,"INDEPENDENT CARE HEALTH PLAN, INC.",5420,354118,0.015
Wisconsin,WI,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,5082,354118,0.014
Wisconsin,WI,MEDICAL ASSOCIATES CLINIC HEALTH PLAN,2954,354118,0.008
Wisconsin,WI,"ANTHEM INSURANCE COMPANIES, INC.",2806,354118,0.008
Wisconsin,WI,AETNA LIFE INSURANCE COMPANY,1336,354118,0.004
Wisconsin,WI,"CARE WISCONSIN HEALTH PLAN, INC.",1194,354118,0.003
Wisconsin,WI,THE PYRAMID LIFE INSURANCE COMPANY,1167,354118,0.003
Wisconsin,WI,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,1031,354118,0.003
Wisconsin,WI,"MANAGED HEALTH SERVICES, WISCONSIN",1002,354118,0.003
Wisconsin,WI,"GROUP HEALTH PLAN, INC. (MN)",732,354118,0.002
Wisconsin,WI,"COMMUNITY CARE, INC.",661,354118,0.002
Wisconsin,WI,"MERCYCARE HMO, INC.",561,354118,0.002
Wisconsin,WI,"COMMUNITY CARE HEALTH PLAN, INC.",501,354118,0.001
Wisconsin,WI,BLUE CROSS BLUE SHIELD OF MICHIGAN,335,354118,0.001
Wisconsin,WI,"HIGHMARK, INC.",264,354118,0.001
Wisconsin,WI,MOLINA HEALTHCARE OF WISCONSIN,74,354118,0.000
Wisconsin,WI,UCARE MINNESOTA,31,354118,0.000
Wyoming,WY,UNITEDHEALTHCARE INSURANCE COMPANY,1510,2744,0.550
Wyoming,WY,UNION PACIFIC RAILROAD EMPLOYES HEALTH SYSTEMS,597,2744,0.218
Wyoming,WY,"ALTIUS HEALTH PLANS, INC.",199,2744,0.073
Wyoming,WY,HUMANA INSURANCE COMPANY,115,2744,0.042
Wyoming,WY,REGENCE BLUECROSS BLUESHIELD OF UTAH,107,2744,0.039
Wyoming,WY,"HIGHMARK, INC.",87,2744,0.032
Wyoming,WY,AETNA LIFE INSURANCE COMPANY,69,2744,0.025
Wyoming,WY,MEMORIAL HOSPITAL OF LARAMIE COUNTY,41,2744,0.015
Wyoming,WY,UNITED MINE WORKERS OF AMERICA HLTH & RETIREMENT,19,2744,0.007
